1,ART_AND_DESIGN
2,AUTO_AND_VEHICLES
3,BEAUTY
4,BOOKS_AND_REFERENCE
5,BUSINESS
6,COMICS
7,COMMUNICATION
8,DATING
9,EDUCATION
10,ENTERTAINMENT
11,EVENTS
12,FINANCE
13,FOOD_AND_DRINK
14,HEALTH_AND_FITNESS
15,HOUSE_AND_HOME
16,LIBRARIES_AND_DEMO
17,LIFESTYLE
18,GAME
19,FAMILY
20,MEDICAL
21,SOCIAL
22,SHOPPING
23,PHOTOGRAPHY
24,SPORTS
25,TRAVEL_AND_LOCAL
26,TOOLS
27,PERSONALIZATION
28,PRODUCTIVITY
29,PARENTING
30,WEATHER
31,VIDEO_PLAYERS
32,NEWS_AND_MAGAZINES
33,MAPS_AND_NAVIGATION
